Disc,journal,title,vol,year,,issue,pages,PageFrom,PageTp,url,abstract,Author,A1Delim,A2Delim,A3Delim,A4Delim,A5Delim,A6Delim,A7Delim,A8Delim,A9Delim,Auth1,Auth2,Auth3,Auth4,Auth5,Auth6,Auth7,Auth8,Auth9,PgDelim,PgFrom,PgTo,X
6,Journal of Education for Business,An Analysis of CPA Firm Recruiters' Perceptions of Online Masters of Accounting Degrees,86,2010,,1,25--30,NA,NA,http://dx.doi.org/10.1080/08832321003713754,online continues grow rapid pace assessment online program needed differentiate legitimate program diploma mills author examined perceptions cpa firm recruiters whether online master accounting macc matters hiring decision results show recruiters perceive difference candidate receives online macc candidate receives macc traditional accounting program results also show passed part cpa exam enrollment cpa review course highly rated attributes new accounting graduate bad communications skills lowest rated attributes accounting gpa overall gpa matter recruiters,"Metrejean, Eddie; Noland, Thomas G",17,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Metrejean, Eddie","Noland, Thomas G",-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,25,30,
6,Journal of Education for Business,The Assurance of Learning Tool as Predictor and Criterion in Business School Admissions Decisions: New Use for an Old Standard?,86,2011,,3,163--170,NA,NA,http://dx.doi.org/10.1080/08832323.2010.492051,association advance collegiate school incorporates program assessment integral part accreditation process assessment tool created meet assurance standards however must beyond grades measure directly author shows house assessment tool predicted correlated well admissions criteria select mba program specifically assessment exam scores mba correlated final mba grades assessment exam scores also well predicted gmat scores undergraduate grades results show assurance assessment tool useful just accreditation decision,"Pesta, Bryan J; Scherer, Robert F",15,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Pesta, Bryan J","Scherer, Robert F",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,163,170,
6,Journal of Education for Business,Assessing Higher Level Learning: Developing Rubrics for Case Analysis,86,2011,,5,258--265,NA,NA,http://dx.doi.org/10.1080/08832323.2010.512319,analyses allow demonstrate proficiency executing authentic tasks marketing facilitating faculty evaluation order consistent assessment analyses depends large part development sound rubrics author explored process rubric development relates assessing problem solving decision skills suggestions guidance process offered literature compared author,"Rochford, Linda; Borchert, Patricia S",16,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Rochford, Linda","Borchert, Patricia S",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,258,265,
6,Journal of Education for Business,Using Web-Based Foreign Advertisements in International Marketing Classes,86,2011,,3,171--177,NA,NA,http://dx.doi.org/10.1080/08832323.2010.493902,author examines web foreign advertisements enhancing international awareness undergraduate marketing compares adaptation advertisements identical products cultural perceptions values consumers different countries sample international marketing rated foreign advertisements useful highly useful observed highly significant differences foreign domestic advertisements perceived moderate differences,"Ryan, Jason",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Ryan, Jason",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,171,177,
6,Journal of Education for Business,Business Statistics and Management Science Online: Teaching Strategies and Assessment of Student Learning,86,2011,,6,317--325,NA,NA,http://dx.doi.org/10.1080/08832323.2010.525545,given expected rise number online degrees issues regarding quality assessment online course will become increasingly author focus suitability online delivery quantitative course specifically statistics science multiple assess suggest features involving professor interaction useful features promoting interaction least useful forums limited value quantitative content author also illustrate questions embedded online final exam measure desired,"Sebastianelli, Rose; Tamimi, Nabil",20,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Sebastianelli, Rose","Tamimi, Nabil",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,317,325,
6,Journal of Education for Business,A Statistical Framework for Assessment Using the ETS Major Field Test in Business,86,2011,,5,274--278,NA,NA,http://dx.doi.org/10.1080/08832323.2010.516777,major field test mft widely end program assessment tool however several challenges arise using test capacity changing demographics lack statistical framework two vexing issues confronting educator using mft programmatic assessment author extended literature developing analytical framework controls demographics provides statistically valid evidence assessment application modeling sample data set revealed modeling fit well provides valid framework exploration assessment,"Settlage, Daniel Murray; Settlage, Latisha Ann",24,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Settlage, Daniel Murray","Settlage, Latisha Ann",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,274,278,
6,Journal of Education for Business,Vertical Integration: Results From a Cross-Course Student Collaboration,86,2011,,6,339--345,NA,NA,http://dx.doi.org/10.1080/08832323.2010.536273,author report results cross project involving sophomore level operations junior level operations formed virtual team developed simulation modeling call center provided expertise provided technical background objective reinforce concepts course providing opportunity work virtual team results suggest great dissatisfaction virtual team many communication technology challenges need overcome make practical one,"Sloan, Thomas; Lewis, David",14,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Sloan, Thomas","Lewis, David",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,339,345,
6,Journal of Education for Business,Asynchronous Knowledge Sharing and Conversation Interaction Impact on Grade in an Online Business Course,86,2011,,4,223--233,NA,NA,http://dx.doi.org/10.1080/08832323.2010.510153,knowledge sharing conversation theory interactions coded asynchronous forums measure effect oriented utterances performance sample terms online course accredited mba program school correlation stepwise regression multiple least squares regression create statistically significant modeling interaction factors captured adjusted variance effect grade although factor multicollinearity excessive modeling supported hypothesis interaction forums predicted grade certain types asynchronous forums presented negative factor coefficients implied much interaction may counterproductive cognitive load theory law diminishing returns,"Strang, Kenneth David",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Strang, Kenneth David",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,223,233,
6,Journal of Education for Business,The Gatekeepers of Business Education Research: An Institutional Analysis,86,2011,,5,302--310,NA,NA,http://dx.doi.org/10.1080/08832323.2010.520757,author ranked standing universities faculty representation editorial boards journals previous studies ranked institutions editorial board representation focused journals primarily favor publication applied contributions result prior accorded either minimal consideration journals publish pedagogical author addressed aforementioned shortcoming extending editorial board ranking include editorial board affiliations journals rankings comparative perspective institutional affiliations participation peerreview process,"Urbancic, Frank R",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Urbancic, Frank R",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,302,310,
6,Journal of Education for Business,Relating Gap Analysis Results to Information Systems Program Attitudes: The Identification of Gap Priorities and Implications,86,2011,,6,346--351,NA,NA,http://dx.doi.org/10.1080/08832323.2010.538448,author utilized gap assess general knowledge skill voids overages program context author asked alumni reveal emphasis given knowledge skill areas compared results emphasis actually given proceed relating revealed gaps program attitude thus providing means gap prioritization attitudinal improvement author develop perspectives gap results well issues limitations,"Van Auken, Stuart; Chrysler, Earl; Wells, Ludmilla Gricenko; Simkin, Mark",18,34,60,-9,#N/A,#N/A,#N/A,#N/A,#N/A,"Van Auken, Stuart","Chrysler, Earl","Wells, Ludmilla Gricenko","Simkin, Mark",-x-,-x-,-x-,-x-,-x-,4,346,351,
6,Journal of Education for Business,Let Them Decide: Student Performance and Self-Selection of Weights Distribution,86,2011,,6,352--356,NA,NA,http://dx.doi.org/10.1080/08832323.2010.540047,previous researchers focused sense control grading performance however influence letting self select percentage weights graded course components clear selected percentage weights distribution graded components capstone strategic course surveyed solicit feedback results indicate sense control performance positively influenced self selecting weights distribution moreover self selection process may account variance performance calculating final course grades using particular weights distribution,"Vander Schee, Brian A",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Vander Schee, Brian A",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,352,356,
6,Journal of Education for Business,Teaching Higher Order Thinking in the Introductory MIS Course: A Model-Directed Approach,86,2011,,4,208--213,NA,NA,http://dx.doi.org/10.1080/08832323.2010.505254,one vision evolution change modes thinking critical thinking design thinking system thinking order thinking paradigms specifically pertinent modeling directed order thinking proposed example application proposed introduction information system course presented,"Wang, Shouhong; Wang, Hai",15,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Wang, Shouhong","Wang, Hai",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,208,213,
6,Journal of Education for Business,Removing Size as a Determinant of Quality: A Per Capita Approach to Ranking Doctoral Programs in Finance,86,2011,,3,148--154,NA,NA,http://dx.doi.org/10.1080/08832323.2010.492049,rankings financial doctoral program generally fall two categories qualitative opinion survey quantitative productivity consistency rankings suggests either best program productive faculty school affiliations often seen publications correlated institutional quality biases rankings towards larger program author introduce per capita measure output evaluate financial program context removes absolute size variable results indicate smaller program field frequently overlooked traditional rankings,"White, Roger McNeill; Bryan White, John; Barth, Michael M",21,40,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"White, Roger McNeill","Bryan White, John","Barth, Michael M",-x-,-x-,-x-,-x-,-x-,-x-,4,148,154,
6,Journal of Education for Business,Air Force Commanders and Barriers to Entry Into a Doctoral Business Program,86,2011,,3,140--147,NA,NA,http://dx.doi.org/10.1080/08832323.2010.489589,author examined professionally qualified air force commanders barriers entry doctoral degree program related factors time financial means academics motivation present commanders interested pursuing doctorate commanders interested obtaining doctorate degree time largest barrier whereas financial academics motivation average found large barriers entry barrier time commanders indicated willingness first sacrifice personal time family time pursue doctoral degree,"Williams, Tony; LeMire, Steven D",15,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Williams, Tony","LeMire, Steven D",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,140,147,
6,Journal of Education for Business,Ranking Business and Economics Journals in South America Using the Scientific Electronic Library Online (SciELO),87,2012,,3,152--158,NA,NA,http://dx.doi.org/10.1080/08832323.2011.582896,access published knowledge creation administrative science disciplines south america enhanced since introduction scientific electronic library online scielo although scielo available online journal indexing publication service since bibliometric investigations conducted identify quality journals available database author common ranking measures overall index evaluate quality scielo journals age discipline journal seem factors support impact ranking school faculty administrators researchers discussed,"Alexander, Jennifer K; Pradenas, Lorena; Parada, V{\'{i}}ctor; Scherer, Robert F",22,40,62,-9,#N/A,#N/A,#N/A,#N/A,#N/A,"Alexander, Jennifer K","Pradenas, Lorena","Parada, V{\'{i}}ctor","Scherer, Robert F",-x-,-x-,-x-,-x-,-x-,4,152,158,
6,Journal of Education for Business,On the Use of Cell Phones and Other Electronic Devices in the Classroom: Evidence From a Survey of Faculty and Students,87,2012,,5,275--289,NA,NA,http://dx.doi.org/10.1080/08832323.2011.622814,author investigated faculty perceptions regarding cell phones electronic devices differed markedly faculty exhibiting much greater acceptance technology among author found gender affected perceptions specifically male accepting technology female also graduate disturbed task laptop computers undergraduate counterparts interest postsecondary educator administrators attempting bridge faculty generation gap formulating policies regarding electronic devices,"Baker, William M; Lusk, Edward J; Neuhauser, Karyn L",17,33,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Baker, William M","Lusk, Edward J","Neuhauser, Karyn L",-x-,-x-,-x-,-x-,-x-,-x-,4,275,289,
6,Journal of Education for Business,The Gender Gap in Undergraduate Business Programs in the United States,87,2012,,5,260--265,NA,NA,http://dx.doi.org/10.1080/08832323.2011.617792,last several years much scholarship area reverse gender gap colleges universities women men attending graduating colleges universities since early little scholarship exists graduates undergraduate program specifically topic explored included patterns among majors emphases program logit modeling choice major dependent variable include odds greater will choose major man parents lower levels family income gpa high school earn advanced placement credit high school show differences behavior female male regarding choice major,"Ball, Jennifer Ann",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Ball, Jennifer Ann",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,260,265,
6,Journal of Education for Business,Linking Course-Embedded Assessment Measures and Performance on the Educational Testing Service Major Field Test in Business,87,2011,,2,102--111,NA,NA,http://dx.doi.org/10.1080/08832323.2011.576279,assessment curriculum goals objectives become major field interest school exploratory results author modeling using sample show robust support hypothesis high marks course embedded assessment analytical skills positively affect performance overall disciplinary competence proxy results major field test mft examination controlling sat score gpa major gender differences particular result provides useful relevant information advance assessment process school valuable tool enhance overall experience author also found marked difference across majors,"Barboza, Gustavo A; Pesek, James",19,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Barboza, Gustavo A","Pesek, James",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,102,111,
6,Journal of Education for Business,Interpreting Standardized Assessment Test Scores and Setting Performance Goals in the Context of Student Characteristics: The Case of the Major Field Test in Business,87,2011,,1,7--13,NA,NA,http://dx.doi.org/10.1080/08832323.2010.542504,major field test mft standardized assessment test knowledge among undergraduate seniors widely measure achievement educational testing service publisher assessment provides data allow institutions compare mft performance national norms procedure fails take characteristics institutional cohorts account using empirical author describe test procedure set priori goals take dispositional factors notably act scores account procedure enables interpretation mft relation expectations,"Bielinska-Kwapisz, Agnieszka; Brown, F William; Semenik, Richard",29,47,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Bielinska-Kwapisz, Agnieszka","Brown, F William","Semenik, Richard",-x-,-x-,-x-,-x-,-x-,-x-,2,7,13,
6,Journal of Education for Business,Is Higher Better? Determinants and Comparisons of Performance on the Major Field Test in Business,87,2012,,3,159--169,NA,NA,http://dx.doi.org/10.1080/08832323.2011.582897,performance major field achievement test benchmark college program author results indicate benchmarking meaningful certain characteristics taken account differences achievement cohorts explored detail separating effect high achieving choosing certain majors characteristics effect effect returns characteristics realize college educational experience return effect,"Bielinska-Kwapisz, Agnieszka; Brown, F William; Semenik, Richard",29,47,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Bielinska-Kwapisz, Agnieszka","Brown, F William","Semenik, Richard",-x-,-x-,-x-,-x-,-x-,-x-,4,159,169,
6,Journal of Education for Business,A Framework for Teaching Social and Environmental Sustainability to Undergraduate Business Majors,87,2012,,5,303--308,NA,NA,http://dx.doi.org/10.1080/08832323.2011.598886,author outline undergraduate exercise help fully understand environmental social justice aspects sustainability activities simple hierarchical framework maslow work utilized help understand analyze judge vast amount corporate sustainability material publications achieve deeper understanding related issues facing organizational organizational done date remains done experience also helps develop communication critical thinking skills aid assurance process required many accreditation bodies,"Brumagim, Alan L; Cann, Cynthia W",17,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Brumagim, Alan L","Cann, Cynthia W",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,303,308,
6,Journal of Education for Business,The Use of Performance Control Charts in Business Schools: A Tool for Assessing Learning Outcomes,87,2012,,4,247--252,NA,NA,http://dx.doi.org/10.1080/08832323.2011.592870,author propose performance control charts useful tool tracking assessments rely upon faculty administered exam project well assessing teacher performance quantitative formative evaluation process integrated actual semester utilized means improving performance future years,"Cervetti, Michael J; Royne, Marla B; Shaffer, J Michael",20,36,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Cervetti, Michael J","Royne, Marla B","Shaffer, J Michael",-x-,-x-,-x-,-x-,-x-,-x-,4,247,252,
6,Journal of Education for Business,Electronic Learning Systems in Hong Kong Business Organizations: A Study of Early and Late Adopters,87,2012,,3,170--177,NA,NA,http://dx.doi.org/10.1080/08832323.2011.586005,diffusion innovation theory rogers author examined antecedents adoption electronic system using time assessment modeling beatty shim jones classified adopters categories upon point time adopting system structured questionnaire survey organizational results indicated significant differences reasons adopters decided adopt system technical compatibility top support social pressures greater influence adoption system early adopters late adopters,"Chan, Simon C H; Ngai, Eric W T",16,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Chan, Simon C H","Ngai, Eric W T",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,170,177,
6,Journal of Education for Business,Academic Performance in MBA Programs: Do Prerequisites Really Matter?,87,2011,,1,42--47,NA,NA,http://dx.doi.org/10.1080/08832323.2011.555790,many researchers examined criteria master administration mba admissions decision however prior examined predictive ability undergraduate prerequisite course core disciplines author investigated whether undergraduate prerequisite course predicted mba success analyzing mba graduates results revealed lacked prerequisite course performed better mba grade point average gpa took prerequisites additionally performance undergraduate written composition positively correlated mba gpa moreover performance undergraduate marketing economic statistics course significant predictors mba gpa finally author found undergraduate gpa predicted mba success,"Christensen, Donald Gene; Nance, William R; White, Darin W",25,43,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Christensen, Donald Gene","Nance, William R","White, Darin W",-x-,-x-,-x-,-x-,-x-,-x-,3,42,47,
6,Journal of Education for Business,Identification and Instruction of Important Business Communication Skills for Graduate Business Education,87,2011,,2,112--120,NA,NA,http://dx.doi.org/10.1080/08832323.2011.576280,despite academia best efforts still remains gap communication skills desired practitioners delivered new graduates author suggest may result practitioners demanding outcome skills academia non fundamentals communications examination literature suggested outcome motivated skills successfully comprehensive outcome skills sets exist thus author conducted thorough review literature identify outcome communication skills experts leadership theorists professionals communication skills researchers development writers stated greatest need organizational conclude recommendations,"Conrad, David; Newberry, Robert",14,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Conrad, David","Newberry, Robert",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,112,120,
6,Journal of Education for Business,Enhancing Critical Thinking by Teaching Two Distinct Approaches to Management,87,2012,,6,343--357,NA,NA,http://dx.doi.org/10.1080/08832323.2011.627891,author explore effect critical thinking one versus two results quasiexperiment included survey interviews suggest compared conventional emphasizes maximizing productivity profitability competitiveness conventional alternative seeks balance multiple forms well multiple stakeholders exhibit enhanced critical thinking discussed,"Dyck, Bruno; Walker, Kent; Starke, Frederick A; Uggerslev, Krista",12,26,47,-9,#N/A,#N/A,#N/A,#N/A,#N/A,"Dyck, Bruno","Walker, Kent","Starke, Frederick A","Uggerslev, Krista",-x-,-x-,-x-,-x-,-x-,4,343,357,
6,Journal of Education for Business,Effective Learning Approaches for Sustainability: A Student Perspective,87,2012,,4,198--205,NA,NA,http://dx.doi.org/10.1080/08832323.2011.590162,author offer exploratory glimpse perceived presently sustainability school setting sustainability topic growing importance using generated self reports related principles responsible population determine perceived perceived sustainability businesses agreed prefer work company embraces sustainability core value,"Erskine, Laura; Johnson, Scott D",15,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Erskine, Laura","Johnson, Scott D",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,198,205,
6,Journal of Education for Business,"Where Did They Go? Market Share Trends of Business Student Enrollment at Public, Not-for-Profit, and For-Profit Institutions From 1996 to 2008",87,2012,,6,309--315,NA,NA,http://dx.doi.org/10.1080/08832323.2011.625997,author presents trends market share enrollment public profit profit year institutions although sector institutions experienced growth overall enrollments relative market share public profit institutions dropped whereas market share held profit institutions increased year institutions key player institutions enrollment presented author gives explanation shift market share discusses strategies response changes,"Fox Garrity, Bonnie Kathleen",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Fox Garrity, Bonnie Kathleen",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,309,315,
6,Journal of Education for Business,Mock Trials Versus Management or Litigation-Driven Models of Business Law Instruction,87,2012,,4,193--197,NA,NA,http://dx.doi.org/10.1080/08832323.2011.587474,gain greater understanding associated mock trial active participating product liability mock trial presents complex interplay administrative regulations common law life harsh constraints time pressures less perfect trials financial objectives become apparent results may intrigue believe law well,"Gershuny, Pamela; McAllister, Charles; Rainey, Carolyn",17,38,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Gershuny, Pamela","McAllister, Charles","Rainey, Carolyn",-x-,-x-,-x-,-x-,-x-,-x-,4,193,197,
6,Journal of Education for Business,The GMAT as a Predictor of MBA Performance: Less Success Than Meets the Eye,87,2012,,5,290--295,NA,NA,http://dx.doi.org/10.1080/08832323.2011.623196,consistent previous author found combined undergraduate grade point average graduate admission test gmat verbal quantitative sections successfully predicted performance master administration mba program however measures successfully predict competencies underlie managerial including communication teamwork decision leadership initiative planning organizing competencies better predicted albeit imperfectly analytical writing section gmat discussed regard curriculum mba program,"Kass, Darrin; Grandzol, Christian; Bommer, William",13,34,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Kass, Darrin","Grandzol, Christian","Bommer, William",-x-,-x-,-x-,-x-,-x-,-x-,4,290,295,
6,Journal of Education for Business,Managerial Caring Behaviors: Development and Initial Validation of the Model,87,2012,,4,223--229,NA,NA,http://dx.doi.org/10.1080/08832323.2011.606243,exploratory develop measure managerial caring review caring literature nursing formed theoretical framework measure managerial carator behavior mmcb survey instrument developed initial conceptual framework upon review literature existing instruments measure caring resulting likert type instrument measure managerial caring behavior field tested using sample managers mmcb validated factor procedure,"Keeler, Carolyn; Kroth, Michael",16,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Keeler, Carolyn","Kroth, Michael",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,223,229,
6,Journal of Education for Business,The Impact of Problem Sets on Student Learning,87,2012,,3,185--192,NA,NA,http://dx.doi.org/10.1080/08832323.2011.586380,author examined role problem sets school microeconomics total participated consecutive years independent samples test showed given answer keys outperformed given answer keys multiple regression showed along pre gpa major problem set without answer key significantly explained economic author discuss role answer keys school economic course,"Kim, Myeong Hwan; Cho, Moon-Heum; Leonard, Karen Moustafa",17,33,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Kim, Myeong Hwan","Cho, Moon-Heum","Leonard, Karen Moustafa",-x-,-x-,-x-,-x-,-x-,-x-,4,185,192,
6,Journal of Education for Business,Who Really Answers the Questions? Using Glasser's Quality School Model in an Undergraduate Classroom,87,2011,,2,73--78,NA,NA,http://dx.doi.org/10.1080/08832323.2011.563805,author discuss quality school modeling active undergraduate setting compare performance levels two course sections principles macroeconomics two sections managerial communications given opportunity help shape structure information covered interests concerns results support predictions improved performance quality school modeling implemented relative,"Logan, Jennifer; Plumlee, Gerald L",16,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Logan, Jennifer","Plumlee, Gerald L",-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,73,78,
6,Journal of Education for Business,The Role of Multi-Institutional Partnerships in Supply Chain Management Course Design and Improvement,87,2012,,3,129--135,NA,NA,http://dx.doi.org/10.1080/08832323.2011.582190,author examined skills achieved multicultural virtual project environment among supply chain course partnership included universities united states france created virtual team across school lines presented includes detailed descriptions collaborative partners identification organizational readiness factors curriculum design elements multi institutional project design concludes framework successful multi institutional collaboration,"Long, Suzanna; Moos, J Chris; Radic, Anne Bartel",14,29,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Long, Suzanna","Moos, J Chris","Radic, Anne Bartel",-x-,-x-,-x-,-x-,-x-,-x-,4,129,135,
6,Journal of Education for Business,The Impact of Business School Students' Psychological Capital on Academic Performance,87,2012,,5,253--259,NA,NA,http://dx.doi.org/10.1080/08832323.2011.609844,psychological capital psycap consisting psychological resources hope efficacy resiliency optimism empirically demonstrated published literature related manager employee positive organizational open development however date little attention devoted impact positive core construct related tests relationship psycap performance grade point average gpa results indicate predictive relationship psycap gpa also training psycap development retention success,"Luthans, Brett Carl; Luthans, Kyle William; Jensen, Susan M",20,43,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Luthans, Brett Carl","Luthans, Kyle William","Jensen, Susan M",-x-,-x-,-x-,-x-,-x-,-x-,4,253,259,
6,Journal of Education for Business,College of Business Faculty Views on Gift Authorships in Business Journals,87,2011,,2,79--85,NA,NA,http://dx.doi.org/10.1080/08832323.2011.569592,views college faculty sought determine perception extent undeserved authorship journals impact faculty reward system six hundred ninety eight faculty members responded electronic survey conducted zoomerang total respondents indicated aware faculty member undeservedly carried published journal indicated collaborated coauthor performed little work reported working coauthor actually done work published,"Manton, Edgar J; English, Donald E; Brodnax, Thomas",16,35,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Manton, Edgar J","English, Donald E","Brodnax, Thomas",-x-,-x-,-x-,-x-,-x-,-x-,3,79,85,
6,Journal of Education for Business,Implementing Mission-Driven Assurance of Learning: Improving Performance Through Constructive Collaboration,87,2012,,4,214--222,NA,NA,http://dx.doi.org/10.1080/08832323.2011.593588,assurance aol practices implemented variety ways long geared toward school missions curricula author first address implementing aol briefly evaluate ongoing debate pros cons association advance collegiate school policies regarding aol procedures school author report small sized private school implemented aol process bachelor administration program manner satisfies accreditation requirements without losing institutional disciplinary distinctiveness author end lessonslearned assessment program satisfy accountability needs still encouraging flexibility innovation,"Marques, Joan; Garrett, Nathan",14,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Marques, Joan","Garrett, Nathan",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,214,222,
6,Journal of Education for Business,First-Day Strategies for Millennial Students in Introductory Accounting Courses: It's All Fun and Games Until Something Gets Learned,87,2011,,1,48--51,NA,NA,http://dx.doi.org/10.1080/08832323.2011.557102,millennial often possess characteristics odds typical lecture introductory accounting course author introduces reaching millennial early introductory accounting course ways fit millennials characteristics board game monopoly motivate demand accounting information lego blocks demonstrate cost concepts allow begin semester engaging experiential social discover demand accounting information cost concepts,"Mastilak, Christian",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Mastilak, Christian",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,48,51,
6,Journal of Education for Business,A Comparative Study of the Effect of Web-Based Versus In-Class Textbook Ethics Instruction on Accounting Students' Propensity to Whistle-Blow,87,2012,,6,333--342,NA,NA,http://dx.doi.org/10.1080/08832323.2011.627890,author examined whether accounting propensity whistle blow differed instructed web module exposed traditional textbook focused total second year financialaccounting course participated ninety utilized web module whereas instructed traditional ethics problem presented textbook subsequently presented whistle blowing situation found exposed web ethics instruction module likely whistle blow exposed traditional textbook ethics instruction,"McManus, Lisa; Subramaniam, Nava; James, Wendy",14,33,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"McManus, Lisa","Subramaniam, Nava","James, Wendy",-x-,-x-,-x-,-x-,-x-,-x-,4,333,342,
6,Journal of Education for Business,Examining the Relationship Between Emotional Intelligence and Group Cohesion,87,2012,,5,296--302,NA,NA,http://dx.doi.org/10.1080/08832323.2011.623197,collaborative experiences increase happens fail collaborate author investigated relationship emotional intelligence group cohesion studying undergraduate team completing semester long project small private school south results showed significant positive correlation overall emotional intelligence total group cohesiveness quadrants emotional intelligence awareness emotions others emotions showed strongest positive correlation group cohesion results future practice discussed,"Moore, Amanda; Mamiseishvili, Ketevan",14,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Moore, Amanda","Mamiseishvili, Ketevan",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,296,302,
6,Journal of Education for Business,"Evaluating a Short-Term, First-Year Study Abroad Program for Business and Engineering Undergraduates: Understanding the Student Learning Experience",87,2012,,6,325--332,NA,NA,http://dx.doi.org/10.1080/08832323.2011.627889,author describe short term abroad program engineering end freshman year present results later survey participants upperclassmen conducted determine whether program met objectives primary objectives first year program influence participants pursue additional abroad opportunities later college career inspire foreign language culture encourage become involved additional international activities improvement teamwork cross cultural skills also goals,"Olson, Josephine E; Lalley, Kristine",19,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Olson, Josephine E","Lalley, Kristine",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,325,332,
6,Journal of Education for Business,Incorporating Corporate Social Responsibility and Sustainability Into a Business Course: A Shared Experience,87,2011,,2,63--72,NA,NA,http://dx.doi.org/10.1080/08832323.2011.562933,author discusses corporate social responsibility csr sustainability incorporated course using assignment project csr question ethics ethics scenarios tied corporate code ethics author also discusses evaluation csr experience strengths weaknesses assignment tips material discipline discipline may adopt minimal modification preparation time helping appreciate strategic economic significance csr sustainability step issues will likely define strategic performance globally next decade,"Persons, Obeua",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Persons, Obeua",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,63,72,
