"","c..interviews....russell....ackoff....one....pioneers....career..."
"92018","training"
"92019","respondents"
"92020","ratings"
"92021","computer"
"92022","training"
"92023","web"
"92024","ones"
"92025","lower"
"92026","ratings"
"92027","gave"
"92028","participative"
"92029","internships"
"92030","live"
"92031","professors"
"92032","gave"
"92033","ratings"
"92034","web"
"92035","course"
"92036","options"
"92037","required"
"92038","interaction"
"92039","lower"
"92040","ratings"
"92041","involving"
"92042","less"
"92043","interaction"
"92044","typed"
"92045","lectures"
"92046","videos"
"92047","author"
"92048","uses"
"92049","andragogy"
"92050","theory"
"92051","discuss"
"92052","author"
"92053","examined"
"92054","association"
"92055","american"
"92056","changes"
"92057","ethics"
"92058","orientations"
"92059","foreign"
"92060","significant"
"92061","differences"
"92062","ethics"
"92063","orientation"
"92064","found"
"92065","newly"
"92066","arrived"
"92067","foreign"
"92068","foreign"
"92069","spent"
"92070","considerable"
"92071","time"
"92072","studying"
"92073","united"
"92074","states"
"92075","older"
"92076","foreign"
"92077","author"
"92078","compared"
"92079","ethics"
"92080","orientations"
"92081","older"
"92082","foreign"
"92083","american"
"92084","examine"
"92085","degree"
"92086","convergence"
"92087","ethics"
"92088","issues"
"92089","results"
"92090","suggest"
"92091","spending"
"92092","considerable"
"92093","time"
"92094","studying"
"92095","school"
"92096","foreign"
"92097","modified"
"92098","ethics"
"92099","orientations"
"92100","include"
"92101","values"
"92102","beliefs"
"92103","new"
"92104","social"
"92105","environment"
"92106","author"
"92107","delineates"
"92108","determinants"
"92109","interactivity"
"92110","means"
"92111","increase"
"92112","electronically"
"92113","delivered"
"92114","strategic"
"92115","marketing"
"92116","course"
"92117","lotus"
"92118","notes"
"92119","platform"
"92120","course"
"92121","delivery"
"92122","results"
"92123","show"
"92124","within"
"92125","group"
"92126","interactivity"
"92127","rates"
"92128","marketing"
"92129","forum"
"92130","database"
"92131","relatively"
"92132","even"
"92133","significant"
"92134","gender"
"92135","differences"
"92136","found"
"92137","frequency"
"92138","interactivity"
"92139","though"
"92140","greater"
"92141","involvement"
"92142","professor"
"92143","positive"
"92144","impact"
"92145","interactivity"
"92146","group"
"92147","size"
"92148","significant"
"92149","impact"
"92150","finally"
"92151","author"
"92152","found"
"92153","significant"
"92154","negative"
"92155","relationship"
"92156","quantity"
"92157","frequency"
"92158","interactivity"
"92159","index"
"92160","quality"
"92161","interactivity"
"92162","author"
"92163","meta"
"92164","analytic"
"92165","kolb"
"92166","style"
"92167","inventory"
"92168","investigate"
"92169","style"
"92170","preferences"
"92171","review"
"92172","studies"
"92173","found"
"92174","small"
"92175","moderate"
"92176","effect"
"92177","sizes"
"92178","style"
"92179","preferences"
"92180","pooled"
"92181","data"
"92182","majors"
"92183","accounting"
"92184","financial"
"92185","marketing"
"92186","examined"
"92187","author"
"92188","presents"
"92189","recommendations"
"92190","concerning"
"92191","importance"
"92192","styles"
"92193","varied"
"92194","discusses"
"92195","need"
"92196","large"
"92197","sample"
"92198","studies"
"92199","detailed"
"92200","reporting"
"92201","participant"
"92202","demographics"
"92203","author"
"92204","surveyed"
"92205","association"
"92206","communication"
"92207","members"
"92208","determine"
"92209","many"
"92210","competency"
"92211","instruction"
"92212","cbi"
"92213","communication"
"92214","course"
"92215","year"
"92216","institution"
"92217","primarily"
"92218","undergraduates"
"92219","reported"
"92220","using"
"92221","cbi"
"92222","also"
"92223","distributed"
"92224","competencies"
"92225","assessment"
"92226","allowed"
"92227","test"
"92228","multiple"
"92229","times"
"92230","provided"
"92231","grading"
"92232","system"
"92233","encouraging"
"92234","achievement"
"92235","minimum"
"92236","standards"
"92237","feedback"
"92238","improve"
"92239","content"
"92240","structure"
"92241","competencies"
"92242","significant"
"92243","barriers"
"92244","cbi"
"92245","included"
"92246","faculty"
"92247","satisfaction"
"92248","traditional"
"92249","instruction"
"92250","lack"
"92251","knowledge"
"92252","cbi"
"92253","lack"
"92254","incentives"
"92255","resources"
"92256","difficulty"
"92257","scheduling"
"92258","physical"
"92259","facilities"
"92260","immaturity"
"92261","handling"
"92262","freedom"
"92263","invoved"
"92264","cbi"
"92265","instruction"
"92266","perceptions"
"92267","ethics"
"92268","compared"
"92269","eighty"
"92270","seven"
"92271","majors"
"92272","accounting"
"92273","marketing"
"92274","returned"
"92275","responses"
"92276","questionnaire"
"92277","asking"
"92278","perceptions"
"92279","likelihood"
"92280","others"
"92281","engage"
"92282","unethical"
"92283","behavior"
"92284","given"
"92285","varying"
"92286","probabilities"
"92287","caught"
"92288","penalized"
"92289","respondents"
"92290","perceived"
"92291","less"
"92292","likely"
"92293","engage"
"92294","unethical"
"92295","behavior"
"92296","average"
"92297","person"
"92298","across"
"92299","scenarios"
"92300","results"
"92301","indicated"
"92302","significantly"
"92303","levels"
"92304","self"
"92305","enhancement"
"92306","bias"
"92307","seb"
"92308","marketing"
"92309","majors"
"92310","difference"
"92311","moderated"
"92312","risk"
"92313","risk"
"92314","increased"
"92315","group"
"92316","differences"
"92317","seb"
"92318","diminished"
"92319","results"
"92320","suggest"
"92321","seb"
"92322","may"
"92323","serve"
"92324","indicator"
"92325","engagement"
"92326","unethical"
"92327","behavior"
"92328","author"
"92329","review"
"92330","experience"
"92331","distance"
"92332","course"
"92333","insights"
"92334","successful"
"92335","design"
"92336","implementation"
"92337","course"
"92338","course"
"92339","described"
"92340","enabled"
"92341","learn"
"92342","theory"
"92343","pricing"
"92344","derivative"
"92345","securities"
"92346","received"
"92347","instruction"
"92348","entirely"
"92349","home"
"92350","web"
"92351","enhanced"
"92352","system"
"92353","involving"
"92354","homepages"
"92355","chat"
"92356","rooms"
"92357","mail"
"92358","web"
"92359","container"
"92360","blackboard"
"92361","author"
"92362","conclude"
"92363","necessary"
"92364","components"
"92365","successful"
"92366","distance"
"92367","course"
"92368","include"
"92369","comfort"
"92370","form"
"92371","instruction"
"92372","faculty"
"92373","availability"
"92374","technical"
"92375","support"
"92376","frequent"
"92377","communication"
"92378","monitoring"
"92379","detailed"
"92380","presentation"
"92381","topic"
"92382","new"
"92383","means"
"92384","assessing"
"92385","author"
"92386","investigated"
"92387","extent"
"92388","accounting"
"92389","experts"
"92390","accounting"
"92391","novices"
"92392","differ"
"92393","application"
"92394","accounting"
"92395","principles"
"92396","solve"
"92397","accounting"
"92398","problem"
"92399","results"
"92400","show"
"92401","accounting"
"92402","experts"
"92403","applied"
"92404","accounting"
"92405","principles"
"92406","solving"
"92407","problem"
"92408","accounting"
"92409","novices"
"92410","differences"
"92411","type"
"92412","accounting"
"92413","principles"
"92414","applied"
"92415","problem"
"92416","facts"
"92417","meaningful"
"92418","correlations"
"92419","importance"
"92420","placed"
"92421","problem"
"92422","facts"
"92423","number"
"92424","principles"
"92425","applied"
"92426","facts"
"92427","finally"
"92428","correlations"
"92429","number"
"92430","principles"
"92431","applied"
"92432","problem"
"92433","facts"
"92434","number"
"92435","breadth"
"92436","comments"
"92437","applied"
"92438","facts"
"92439","discussed"
"92440","author"
"92441","comprehensive"
"92442","practical"
"92443","guide"
"92444","facilitate"
"92445","understanding"
"92446","issues"
"92447","faced"
"92448","endeavoring"
"92449","expand"
"92450","environment"
"92451","presentation"
"92452","help"
"92453","educator"
"92454","understand"
"92455","quintessential"
"92456","questions"
"92457","concerns"
"92458","typical"
"92459","must"
"92460","answer"
"92461","pursue"
"92462","web"
"92463","author"
"92464","profile"
"92465","chair"
"92466","professorships"
"92467","united"
"92468","states"
"92469","found"
"92470","number"
"92471","chair"
"92472","professorships"
"92473","increased"
"92474","popular"
"92475","interest"
"92476","areas"
"92477","strategic"
"92478","policy"
"92479","organizational"
"92480","behavior"
"92481","production"
"92482","operations"
"92483","quantitative"
"92484","science"
"92485","human"
"92486","resources"
"92487","personnel"
"92488","organization"
"92489","theory"
"92490","author"
"92491","also"
"92492","carried"
"92493","telephone"
"92494","interviews"
"92495","major"
"92496","school"
"92497","collect"
"92498","information"
"92499","endowment"
"92500","fund"
"92501","requirements"
"92502","selection"
"92503","criteria"
"92504","qualified"
"92505","chairholders"
"92506","performance"
"92507","measures"
"92508","chair"
"92509","professors"
"92510","preferential"
"92511","treatments"
"92512","provided"
"92513","enhancing"
"92514","chairholder"
"92515","job"
"92516","satisfaction"
"92517","author"
"92518","surveyed"
"92519","school"
"92520","investigate"
"92521","frequency"
"92522","perceived"
"92523","assessment"
"92524","author"
"92525","found"
"92526","studies"
"92527","frequently"
"92528","consistent"
"92529","high"
"92530","perceptions"
"92531","finding"
"92532","group"
"92533","process"
"92534","observation"
"92535","item"
"92536","infrequently"
"92537","consistent"
"92538","low"
"92539","perceptions"
"92540","five"
"92541","fairly"
"92542","frequently"
"92543","show"
"92544","though"
"92545","faculty"
"92546","members"
"92547","appropriate"
"92548","assigning"
"92549","grades"
"92550","demonstrate"
"92551","infrequent"
"92552","might"
"92553","overall"
"92554","assessment"
"92555","program"
"92556","author"
"92557","examinied"
"92558","two"
"92559","measuring"
"92560","gpa"
"92561","performance"
"92562","standardized"
"92563","test"
"92564","major"
"92565","field"
"92566","test"
"92567","clear"
"92568","differences"
"92569","found"
"92570","two"
"92571","outcome"
"92572","measures"
"92573","underscoring"
"92574","need"
"92575","multifaceted"
"92576","assessing"
"92577","especially"
"92578","program"
"92579","level"
"92580","though"
"92581","gpa"
"92582","strong"
"92583","internal"
"92584","validity"
"92585","reflected"
"92586","performance"
"92587","context"
"92588","curricular"
"92589","pedagogical"
"92590","priorities"
"92591","institution"
"92592","standardized"
"92593","test"
"92594","scores"
"92595","provided"
"92596","greater"
"92597","external"
"92598","validity"
"92599","allowed"
"92600","institutions"
"92601","quickly"
"92602","establish"
"92603","baseline"
"92604","benchmark"
"92605","national"
"92606","norms"
"92607","author"
"92608","investigates"
"92609","phenomenon"
"92610","american"
"92611","culture"
"92612","reality"
"92613","television"
"92614","fertile"
"92615","ground"
"92616","pedagogical"
"92617","examples"
"92618","specifically"
"92619","author"
"92620","examines"
"92621","cartel"
"92622","behavior"
"92623","among"
"92624","contestants"
"92625","edition"
"92626","cbs"
"92627","popular"
"92628","reality"
"92629","show"
"92630","survivor"
"92631","using"
"92632","anecdotes"
"92633","regarding"
"92634","contestant"
"92635","behavior"
"92636","show"
"92637","author"
"92638","examines"
"92639","incentives"
"92640","form"
"92641","cartels"
"92642","cheat"
"92643","cartel"
"92644","decision"
"92645","researchers"
"92646","surveyed"
"92647","educator"
"92648","regarding"
"92649","infusion"
"92650","commerce"
"92651","topic"
"92652","success"
"92653","factors"
"92654","government"
"92655","regulation"
"92656","protection"
"92657","intellectual"
"92658","property"
"92659","current"
"92660","program"
"92661","secondary"
"92662","postsecondary"
"92663","levels"
"92664","survey"
"92665","also"
"92666","investigated"
"92667","respondents"
"92668","personal"
"92669","involvment"
"92670","commerce"
"92671","transactions"
"92672","suggest"
"92673","commerce"
"92674","highly"
"92675","emphasized"
"92676","integrated"
"92677","existing"
"92678","program"
"92679","measures"
"92680","portfolio"
"92681","performance"
"92682","sharpe"
"92683","ratio"
"92684","jensen"
"92685","alpha"
"92686","commonly"
"92687","investment"
"92688","portfolio"
"92689","course"
"92690","hypothetical"
"92691","examples"
"92692","using"
"92693","morningstar"
"92694","web"
"92695","site"
"92696","author"
"92697","performed"
"92698","comparison"
"92699","two"
"92700","measures"
"92701","author"
"92702","sought"
"92703","opportunity"
"92704","illustrate"
"92705","differences"
"92706","measures"
"92707","show"
"92708","caveats"
"92709","must"
"92710","considered"
"92711","application"
"92712","tests"
"92713","world"
"92714","data"
"92715","author"
"92716","rolling"
"92717","reinforcement"
"92718","strategic"
"92719","improve"
"92720","understanding"
"92721","several"
"92722","quantitative"
"92723","techniques"
"92724","operations"
"92725","course"
"92726","techniques"
"92727","investigated"
"92728","include"
"92729","multiproduct"
"92730","break"
"92731","even"
"92732","critical"
"92733","path"
"92734","statistical"
"92735","process"
"92736","control"
"92737","rolling"
"92738","reinforcement"
"92739","strategic"
"92740","reinforcements"
"92741","planned"
"92742","provided"
"92743","days"
"92744","different"
"92745","original"
"92746","exposure"
"92747","problem"
"92748","category"
"92749","approximately"
"92750","course"
"92751","scored"
"92752","full"
"92753","points"
"92754","two"
"92755","rolling"
"92756","reinforcements"
"92757","whereas"
"92758","scored"
"92759","full"
"92760","points"
"92761","one"
"92762","rolling"
"92763","reinforcement"
"92764","addresses"
"92765","integrity"
"92766","work"
"92767","environment"
"92768","author"
"92769","distributed"
"92770","questionnaire"
"92771","sample"
"92772","different"
"92773","campuses"
"92774","attempt"
"92775","bridge"
"92776","gap"
"92777","related"
"92778","dishonesty"
"92779","regarding"
"92780","dishonesty"
"92781","workplace"
"92782","author"
"92783","found"
"92784","believed"
"92785","cheating"
"92786","dishonest"
"92787","acts"
"92788","acceptable"
"92789","likely"
"92790","engage"
"92791","dishonest"
"92792","behavior"
"92793","additionally"
"92794","engaged"
"92795","dishonest"
"92796","acts"
"92797","college"
"92798","likely"
"92799","engage"
"92800","dishonest"
"92801","acts"
"92802","workplace"
"92803","author"
"92804","suggest"
"92805","techniques"
"92806","discourage"
"92807","dishonesty"
"92808","author"
"92809","analyzed"
"92810","content"
"92811","accounting"
"92812","departments"
"92813","home"
"92814","pages"
"92815","investigating"
"92816","several"
"92817","factors"
"92818","american"
"92819","assembly"
"92820","colleges"
"92821","school"
"92822","aacsb"
"92823","accreditation"
"92824","helping"
"92825","promote"
"92826","information"
"92827","review"
"92828","accounting"
"92829","program"
"92830","home"
"92831","pages"
"92832","taken"
"92833","aacsb"
"92834","list"
"92835","colleges"
"92836","universities"
"92837","separate"
"92838","accounting"
"92839","accreditation"
"92840","author"
"92841","describe"
"92842","common"
"92843","items"
"92844","found"
"92845","accounting"
"92846","program"
"92847","web"
"92848","pages"
"92849","make"
"92850","recommendations"
"92851","improving"
"92852","home"
"92853","pages"
"92854","offer"
"92855","information"
"92856","school"
"92857","policies"
"92858","concerning"
"92859","web"
"92860","page"
"92861","development"
"92862","addresses"
"92863","web"
"92864","sites"
"92865","provided"
"92866","author"
"92867","collected"
"92868","data"
"92869","professors"
"92870","distance"
"92871","course"
"92872","school"
"92873","accredited"
"92874","american"
"92875","assembly"
"92876","collegiate"
"92877","school"
"92878","aacsb"
"92879","indicate"
"92880","professors"
"92881","primarily"
"92882","self"
"92883","training"
"92884","design"
"92885","delivery"
"92886","line"
"92887","course"
"92888","believed"
"92889","technology"
"92890","sufficiently"
"92891","reliable"
"92892","believed"
"92893","greatest"
"92894","benefit"
"92895","distance"
"92896","flexibility"
"92897","perceived"
"92898","centered"
"92899","necessary"
"92900","successful"
"92901","distance"
"92902","course"
"92903","author"
"92904","investigated"
"92905","efficacy"
"92906","requiring"
"92907","graded"
"92908","homework"
"92909","problem"
"92910","introductory"
"92911","operations"
"92912","course"
"92913","using"
"92914","grades"
"92915","multiple"
"92916","choice"
"92917","tests"
"92918","performance"
"92919","measure"
"92920","author"
"92921","tested"
"92922","hypotheses"
"92923","concerning"
"92924","effect"
"92925","requiring"
"92926","graded"
"92927","homework"
"92928","exam"
"92929","performance"
"92930","results"
"92931","indicate"
"92932","requiring"
"92933","graded"
"92934","homework"
"92935","negative"
"92936","effect"
"92937","exam"
"92938","performance"
"92939","united"
"92940","states"
"92941","today"
"92942","graduate"
"92943","program"
"92944","offering"
"92945","master"
"92946","degrees"
"92947","operations"
"92948","many"
"92949","program"
"92950","including"
"92951","offered"
"92952","tier"
"92953","school"
"92954","modeling"
"92955","developed"
"92956","although"
"92957","continue"
"92958","attract"
"92959","greater"
"92960","number"
"92961","year"
"92962","industry"
"92963","professionals"
"92964","critical"
"92965","program"
"92966","author"
"92967","discuss"
"92968","development"
"92969","characteristics"
"92970","graduate"
"92971","program"
"92972","operations"
"92973","critically"
"92974","assess"
"92975","offer"
"92976","recommendations"
"92977","integrating"
"92978","disciplines"
"92979","continuous"
"92980","improvement"
"92981","revision"
"92982","meet"
"92983","needs"
"92984","survey"
"92985","professors"
"92986","aacsb"
"92987","accredited"
"92988","school"
"92989","states"
"92990","canada"
"92991","author"
"92992","examined"
"92993","broad"
"92994","range"
"92995","respondent"
"92996","opinions"
"92997","tenure"
"92998","related"
"92999","issues"
"93000","tenured"
"93001","nontenured"
"93002","tenuretrack"
"93003","school"
"93004","professors"
"93005","school"
"93006","accredited"
"93007","international"
"93008","association"
"93009","aacsb"
"93010","agreed"
"93011","tenure"
"93012","necessary"
"93013","survey"
"93014","results"
"93015","indicate"
"93016","mean"
"93017","ratings"
"93018","tenure"
"93019","issues"
"93020","investigated"
"93021","differ"
"93022","significantly"
"93023","tenured"
"93024","nontenured"
"93025","tenuretrack"
"93026","faculty"
"93027","members"
"93028","internet"
"93029","began"
"93030","vehicle"
"93031","scholars"
"93032","convey"
"93033","ideas"
"93034","open"
"93035","forum"
"93036","time"
"93037","free"
"93038","geographic"
"93039","confines"
"93040","currently"
"93041","viewed"
"93042","world"
"93043","wide"
"93044","web"
"93045","computer"
"93046","networks"
"93047","carrying"
"93048","everything"
"93049","books"
"93050","stock"
"93051","trades"
"93052","almost"
"93053","speed"
"93054","thought"
"93055","author"
"93056","raise"
"93057","question"
"93058","far"
"93059","academics"
"93060","come"
"93061","applying"
"93062","technology"
"93063","pioneered"
"93064","explore"
"93065","web"
"93066","among"
"93067","school"
"93068","author"
"93069","ask"
"93070","following"
"93071","questions"
"93072","many"
"93073","types"
"93074","course"
"93075","material"
"93076","available"
"93077","accessing"
"93078","information"
"93079","via"
"93080","internet"
"93081","faculty"
"93082","discovered"
"93083","ramp"
"93084","information"
"93085","superhighway"
"93086","still"
"93087","parked"
"93088","driveways"
"93089","drivers"
"93090","change"
"93091","affect"
"93092","corporate"
"93093","america"
"93094","forcing"
"93095","mba"
"93096","program"
"93097","evaluate"
"93098","curriculums"
"93099","course"
"93100","delivery"
"93101","internal"
"93102","external"
"93103","relationships"
"93104","determining"
"93105","keep"
"93106","speed"
"93107","becoming"
"93108","school"
"93109","face"
"93110","increased"
"93111","competition"
"93112","ever"
"93113","changing"
"93114","corporate"
"93115","climate"
"93116","author"
"93117","examines"
"93118","needs"
"93119","corporate"
"93120","world"
"93121","challenge"
"93122","school"
"93123","reviews"
"93124","improving"
"93125","outlines"
"93126","considerations"
"93127","strategies"
"93128","facilitating"
"93129","changes"
"93130","mba"
"93131","competing"
"93132","distance"
"93133","technologies"
"93134","emerge"
"93135","universities"
"93136","assess"
"93137","instructional"
"93138","delivery"
"93139","system"
"93140","determine"
"93141","impact"
"93142","faculty"
"93143","author"
"93144","assessed"
"93145","impact"
"93146","distance"
"93147","technology"
"93148","interactive"
"93149","television"
"93150","itv"
"93151","faculty"
"93152","perceptions"
"93153","author"
"93154","asked"
"93155","faculty"
"93156","members"
"93157","information"
"93158","attitudes"
"93159","toward"
"93160","faculty"
"93161","preparation"
"93162","performance"
"93163","preparation"
"93164","performance"
"93165","participation"
"93166","interaction"
"93167","delivery"
"93168","instruction"
"93169","issues"
"93170","results"
"93171","showed"
"93172","experienced"
"93173","itv"
"93174","faculty"
"93175","members"
"93176","female"
"93177","faculty"
"93178","members"
"93179","held"
"93180","generally"
"93181","positive"
"93182","perceptions"
"93183","itv"
"93184","faculty"
"93185","members"
"93186","less"
"93187","positive"
"93188","nonbusiness"
"93189","colleagues"
"93190","author"
"93191","assessed"
"93192","effects"
"93193","hour"
"93194","requirement"
"93195","accounting"
"93196","curricula"
"93197","surveying"
"93198","administrators"
"93199","aacsb"
"93200","accredited"
"93201","school"
"93202","results"
"93203","indicate"
"93204","accounting"
"93205","program"
"93206","responded"
"93207","year"
"93208","requirement"
"93209","simply"
"93210","encouraging"
"93211","cpa"
"93212","candidates"
"93213","obtain"
"93214","master"
"93215","degree"
"93216","accounting"
"93217","master"
"93218","administration"
"93219","mba"
"93220","author"
"93221","argue"
"93222","inconsistent"
"93223","stated"
"93224","objectives"
"93225","hour"
"93226","mandate"
"93227","suggest"
"93228","current"
"93229","implementation"
"93230","year"
"93231","program"
"93232","viable"
"93233","long"
"93234","term"
"93235","solution"
"93236","primary"
"93237","effect"
"93238","increase"
"93239","costs"
"93240","accounting"
"93241","questionable"
"93242","benefits"
"93243","author"
"93244","sought"
"93245","investigate"
"93246","status"
"93247","distance"
"93248","institutions"
"93249","survey"
"93250","program"
"93251","directors"
"93252","author"
"93253","gathered"
"93254","information"
"93255","size"
"93256","target"
"93257","audience"
"93258","media"
"93259","evaluation"
"93260","characteristics"
"93261","faculty"
"93262","perceptions"
"93263","administrative"
"93264","support"
"93265","results"
"93266","reveal"
"93267","program"
"93268","still"
"93269","primarily"
"93270","asynchronous"
"93271","course"
"93272","delivery"
"93273","needed"
"93274","staffing"
"93275","technical"
"93276","support"
"93277","program"
"93278","coordinators"
"93279","experimenting"
"93280","alternative"
"93281","forms"
"93282","evaluation"
"93283","mission"
"93284","accreditation"
"93285","standards"
"93286","association"
"93287","advance"
"93288","collegiate"
"93289","school"
"93290","aacsb"
"93291","require"
"93292","school"
"93293","develop"
"93294","put"
"93295","place"
"93296","processes"
"93297","design"
"93298","document"
"93299","evaluate"
"93300","mission"
"93301","achievement"
"93302","continuous"
"93303","improvement"
"93304","author"
"93305","describe"
"93306","one"
"93307","school"
"93308","reorganized"
"93309","facilitate"
"93310","achievement"
"93311","mission"
"93312","continuous"
"93313","improvement"
"93314","service"
"93315","constituents"
"93316","evaluation"
"93317","program"
"93318","outputs"
"93319","eventual"
"93320","achievement"
"93321","accreditation"
"93322","example"
"93323","useful"
"93324","school"
"93325","faculty"
"93326","administrators"
"93327","particularly"
"93328","association"
"93329","member"
"93330","candidate"
"93331","school"
"93332","author"
"93333","administered"
"93334","question"
"93335","survey"
"93336","instrument"
"93337","types"
"93338","statistics"
"93339","virginia"
"93340","commonwealth"
"93341","school"
"93342","traditional"
"93343","pocket"
"93344","calculators"
"93345","exam"
"93346","access"
"93347","tables"
"93348","textbook"
"93349","technology"
"93350","computer"
"93351","minitab"
"93352","statistical"
"93353","software"
"93354","calculations"
"93355","author"
"93356","compared"
"93357","investigate"
"93358","differences"
"93359","attitude"
"93360","toward"
"93361","technology"
"93362","enhancement"
"93363","results"
"93364","showed"
"93365","felt"
"93366","comfortable"
"93367","corresponding"
"93368","performed"
"93369","similarly"
"93370","common"
"93371","final"
"93372","exam"
"93373","respond"
"93374","globalization"
"93375","trends"
"93376","call"
"93377","strategic"
"93378","shift"
"93379","curricula"
"93380","school"
"93381","must"
"93382","possess"
"93383","acquire"
"93384","resources"
"93385","allow"
"93386","change"
"93387","author"
"93388","investigated"
"93389","institutional"
"93390","characteristics"
"93391","might"
"93392","motivate"
"93393","school"
"93394","decide"
"93395","increase"
"93396","emphasis"
"93397","international"
"93398","author"
"93399","found"
"93400","seven"
"93401","independent"
"93402","variables"
"93403","significant"
"93404","school"
"93405","tendencies"
"93406","offer"
"93407","international"
"93408","course"
"93409","age"
"93410","institution"
"93411","tuition"
"93412","faculty"
"93413","ratio"
"93414","size"
"93415","whether"
"93416","school"
"93417","state"
"93418","bordering"
"93419","foreign"
"93420","country"
"93421","urban"
"93422","versus"
"93423","rural"
"93424","setting"
"93425","abroad"
"93426","program"
"93427","campus"
"93428","pace"
"93429","school"
"93430","new"
"93431","york"
"93432","city"
"93433","large"
"93434","mba"
"93435","program"
"93436","includes"
"93437","non"
"93438","native"
"93439","native"
"93440","english"
"93441","speaking"
"93442","author"
"93443","sought"
"93444","determine"
"93445","differences"
"93446","perceptions"
"93447","value"
"93448","oral"
"93449","communication"
"93450","skills"
"93451","among"
"93452","mba"
"93453","mba"
"93454","prospective"
"93455","employers"
"93456","results"
"93457","indicate"
"93458","presence"
"93459","several"
"93460","significant"
"93461","differences"
"93462","perceptions"
"93463","importance"
"93464","oral"
"93465","communication"
"93466","skills"
"93467","employers"
"93468","among"
"93469","author"
"93470","analyzed"
"93471","faculty"
"93472","evaluations"
"93473","investigate"
"93474","effects"
"93475","faculty"
"93476","member"
"93477","gender"
"93478","course"
"93479","type"
"93480","required"
"93481","core"
"93482","course"
"93483","within"
"93484","designated"
"93485","majors"
"93486","graduate"
"93487","course"
"93488","level"
"93489","graduate"
"93490","versus"
"93491","undergraduate"
"93492","faculty"
"93493","evaluations"
"93494","author"
"93495","explored"
"93496","effect"
"93497","three"
"93498","factors"
"93499","perceptions"
"93500","much"
"93501","learned"
"93502","particular"
"93503","found"
"93504","female"
"93505","rated"
"93506","better"
"93507","male"
"93508","ones"
"93509","ratings"
"93510","differed"
"93511","significantly"
"93512","course"
"93513","type"
"93514","perceived"
"93515","amount"
"93516","graduate"
"93517","tended"
"93518","give"
"93519","scores"
"93520","undergraduates"
"93521","indicate"
"93522","comparing"
"93523","evaluation"
"93524","data"
"93525","across"
"93526","different"
"93527","course"
"93528","might"
"93529","produce"
"93530","valid"
"93531","overall"
"93532","rankings"
"93533","accounting"
"93534","change"
"93535","commission"
"93536","aecc"
"93537","others"
"93538","called"
"93539","changes"
"93540","accounting"
"93541","curriculum"
"93542","suggested"
"93543","bring"
"93544","accounting"
"93545","history"
"93546","author"
"93547","surveyed"
"93548","faculty"
"93549","sample"
"93550","institutions"
"93551","determine"
"93552","faculty"
"93553","members"
"93554","formally"
"93555","incorporated"
"93556","accounting"
"93557","history"
"93558","undergraduate"
"93559","introductory"
"93560","financialaccounting"
"93561","opinions"
"93562","usefulness"
"93563","incorporating"
"93564","accounting"
"93565","history"
"93566","course"
"93567","contrary"
"93568","aecc"
"93569","recommendations"
"93570","author"
"93571","found"
"93572","respondents"
"93573","overwhelmingly"
"93574","support"
"93575","formally"
"93576","incorporating"
"93577","accounting"
"93578","history"
"93579","undergraduate"
"93580","introductory"
"93581","financialaccounting"
"93582","course"
"93583","also"
"93584","discuss"
"93585","suggest"
"93586","ways"
"93587","encourage"
"93588","instruction"
"93589","accounting"
"93590","history"
"93591","master"
"93592","administration"
"93593","mba"
"93594","program"
"93595","one"
"93596","popular"
"93597","investigates"
"93598","impacts"
"93599","several"
"93600","precedent"
"93601","variables"
"93602","performance"
"93603","accredited"
"93604","mba"
"93605","program"
"93606","prediction"
"93607","modeling"
"93608","developed"
"93609","multiple"
"93610","regression"
"93611","results"
"93612","showed"
"93613","undergraduate"
"93614","grade"
"93615","point"
"93616","average"
"93617","scores"
"93618","graduate"
"93619","admissions"
"93620","test"
"93621","significant"
"93622","impacts"
"93623","discussed"
"93624","traditionally"
"93625","statistics"
"93626","course"
"93627","universities"
"93628","cover"
"93629","almost"
"93630","exclusively"
"93631","topic"
"93632","related"
"93633","inference"
"93634","address"
"93635","collection"
"93636","organization"
"93637","presentation"
"93638","data"
"93639","author"
"93640","discuss"
"93641","new"
"93642","collection"
"93643","organization"
"93644","presentation"
"93645","data"
"93646","including"
"93647","mathematical"
"93648","nonmathematical"
"93649","topic"
"93650","introductorycourse"
"93651","followed"
"93652","subsequent"
"93653","course"
"93654","focusing"
"93655","inference"
"93656","implemented"
"93657","school"
"93658","southern"
"93659","colorado"
"93660","hasan"
"93661","school"
"93662","author"
"93663","surveyed"
"93664","assess"
"93665","skills"
"93666","change"
"93667","results"
"93668","showed"
"93669","author"
"93670","investigated"
"93671","anxiety"
"93672","among"
"93673","accounting"
"93674","professors"
"93675","united"
"93676","states"
"93677","vast"
"93678","majority"
"93679","respondents"
"93680","reported"
"93681","experienced"
"93682","type"
"93683","anxiety"
"93684","substantial"
"93685","proportion"
"93686","indicated"
"93687","continuing"
"93688","problem"
"93689","addition"
"93690","respondents"
"93691","reported"
"93692","physical"
"93693","symptoms"
"93694","heart"
"93695","rate"
"93696","acceleration"
"93697","gastrointestinal"
"93698","distress"
"93699","flushed"
"93700","experiencing"
"93701","anxiety"
"93702","reported"
"93703","general"
"93704","psychological"
"93705","reactions"
"93706","apprehension"
"93707","occurrence"
"93708","anxiety"
"93709","associated"
"93710","rank"
"93711","age"
"93712","years"
"93713","experience"
"93714","nature"
"93715","institution"
